Title,Company,Salary,Description,city,url
Preschool Teacher - Hyderabad (Banjara Hills),Koala Preschool,,As educators you will be responsible for facilitating teaching for 2 years to 5-year-old children in our program. Your work timings will be flexible.,"Banjara Hills, Hyderabad, Telangana",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D1VqQKWCf0Ix_jDUmsE7F98GBncJCBaf1VtMMPMC0wX1YZUrkm32DcyWvf0tvhpXbqS9Lh09npYxeC0R1X0S33qzEQltVJ9XyFzosZNUJsDWGoUbYjp1OB6spEowRF7OaFRS6GDFkBuMotpR0DOrttZBp4Q90ILFV5XYz7QqESAh2db9DBXl3xxH3bzVOq80aPd0eqkrZvwnEySWk-t3amwgCiQO3sTdOGs-3tZw4TAiQKXA9LwQF7jBBHQGC_EwXQ6D4PDSC_DM0jNIFoJiY0pguhCm2XD1zzVZgGYqdbNB4YpOw6ChoO2sUoS5VsVMUIC-77zdqkH5G-VV--ZSEx4vdFyF-yGFKcfLId8cyhTU_PjvkCaJaH-5KIHwc6255rxelfgt7w0s8ZfSxAS1HtWl9OahgXJlYuPSI71jibglYSOGu2urAPALodoqqFb6yxENkUMCH1j7x06cGX2hO-Gf97Tje_CFxj4ybl64k1dEGjYH35KoBN1vzwwvhjT5ZGROYYWThc3nYTvjWz-3koWLwcJRv0HoMJTbXYMKxwWgwm-bBiYKQ3ug4s_4kFEVgRBf6wCOQI8U_FWSIJdAKY3wwiRVusJQxyJopsC7GGNfiwciLmvgecYRcE38HehEVGbXZ4IdPzbij16M0jP-UK&xkcb=SoBn6_M3_GQF_k5_BJ0HbzkdCdPP&camk=nUmJqO2E8rhA7VvaLcDoNw==&p=12&fvj=1&vjs=3
Social Studies Teacher,NALANDA ACADEMY OF SCIENCE AND TECHNICAL EDUCATION,,"Teaching Demonstration: Candidates demonstrate teaching skills through a mock class session. Job Card: Social Studies Teacher - CBSE School, K-12*.","Vijayawada, Andhra Pradesh",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BokfJNtYdN3VvmXg-k2bWeLzgCnA9Ku4oVqC_4zhPAdv8U_OYVcJeTFLZRRCxxOJCYt91zuKqujUbX5Gk3DqtOl6sJT_uhC4Y88p9hqQYOwOqpw2Tue5L09XkVOFXJncAaOZGVWYZRTML2IXhbxA83Nlew5vqz0VJxABhCaEAUb_V79O9H2o4roMcCCfbO7mgza85FhCkEsSUhMWf6jliU0wKdkA-CgZmMPbuS7bA822LxNyi7ew_11nSRZig0w6K5i43rLhSvCa_up_XTkDyLXRbbBQbD2QE5aA2_MDFRGqF6Vf3X9FLYtg9dRevYRgGtk3oWLoOg5q3yu8qxazpKU3poQ92ceYIAsBmhurbMUW0SdquDkKEQehd8mpbdVKbiqxRJ3ptLEYg7opVzsq1pXN7B0vvg2c6c4ooQK3FdN13ht5Sgqgp1MTB_XZvnkKRfkdwu6faqejG7N1gAphm1jz2MhvxTdG-ZMuRgPoimhOO2PHn2NUdNj0oUBrBZqdmLds-jx_g2_AIyMkt2BNQoBU7FsRw3lqGcwZ4cNeIOTND0LWLAX8jnrk0T_UGO8s7SU-fid3rc4Gmhxdn3mcfenS4BzOg6fL36guounEjzMUclS8sg9bMhAY-AYKYftAkxSwY4IsYofiaUPJGQXd2L&xkcb=SoDT6_M3_GQF_k5_BJ0GbzkdCdPP&camk=nUmJqO2E8rhp4P_wT59O7w==&p=13&fvj=1&vjs=3
Tutor,Tuition Hub,,"Do you have subject expertise, and the willingness to learn and adapt to new teaching methods? In this session the candidates are evaluated on parameters like…",Telangana,https://in.indeed.com/rc/clk?jk=62313099556a82ad&bb=27CANUC4Kb3VkEzVGVuMFpxQjtiHJJaoss4r12xZh_w8Yfl7LJebk6OuqcooiR5EOg-RZl7JoS62eB1ygDG5LH_bpMaYkSm8VxGk0mFQ0obm4J3-vZTTutw2TAee2LOC&xkcb=SoC667M3_GQF_k5_BJ0FbzkdCdPP&fccid=03def0ab0032f1fa&vjs=3
Swimming Teacher,pnc cognitio school,,"Swimming teaching: 1 year (Required). Plan, organize, and conduct practice sessions. Develop and implement effective training programs.","Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=ecddf2e4a264bc1a&bb=TkT1myIGKNnGk3kgBIx0XhbQBxWszmfpbSe9etQexUcnnABQeU_R6Cv-QW7IC-s1z4kHKT0PwWVwNdB4SdK-O4o73YJS6ZfnKOteF4KQVIXWg0kuVLMT-8DQvKj2zBgf&xkcb=SoCN67M3_GQFUR5NqB0LbzkdCdPP&fccid=9563dbe46592d63c&cmp=PNC-COGNITIO-SCHOOL&ti=Swim+Instructor&vjs=3
Art & Craft Teacher,SVS Jobs,,"Candidates must handle Art & Craft Subjects for the classes 1st standard to 5th standard along with English subject. Job Types: Full-time, Permanent.","Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=966309da6c13d1a2&bb=TkT1myIGKNnGk3kgBIx0XnRi_8HokfXN0GxfXi5Eh_xZFDGPYzXNxXEpicWFucfAMD4ahLTm9Tp9trC6g3wY8tLxB1UgQcHsah9OOmiQaFD4_ze24_KJkMvRfZB4ucX2&xkcb=SoA567M3_GQFUR5NqB0KbzkdCdPP&fccid=e89eb4c778bcf0a8&cmp=SVS-Jobs&ti=Art+Teacher&vjs=3
Assistant Professor (CSE),Chitkara University,,Supervise and support teaching assistants. Develop and implement innovative instructional methods. Develop professional logistics to improvise student…,"Baddi, Himachal Pradesh",https://in.indeed.com/rc/clk?jk=77184f2b35e06984&bb=TkT1myIGKNnGk3kgBIx0XnJ2vBYfCrktQFeJ7JcpSt8SbrypxrE7ejjlbavnM4vH4nvj9rlYc6ueYv4uOOpRlbeco0l48d3-yu2juEg-jBq-j-j5MaU53S_IflUSHvTE&xkcb=SoCk67M3_GQFUR5NqB0JbzkdCdPP&fccid=cb896415b4f18234&cmp=Chitkara-University&ti=Assistant+Professor&vjs=3
Private Tutor,Prakash academy,,Experienced in teaching CBSE and ICSE students will be preferable. Candidate must be graduate and indepth subject knowledge and good communication skill.,"Bhubaneswar, Orissa",https://in.indeed.com/rc/clk?jk=9a4485b04ec2c97b&bb=TkT1myIGKNnGk3kgBIx0XiCn6wwBTaG0Us5vJWOJ1x3ikdrxNrcyZjNIb9i6YFjpSzH5Me_DUhUu3sS6pr2fRdm303r4uqoibbRxKGxyzkjNk2hWPeM5j2UPpMF75Rsd&xkcb=SoAQ67M3_GQFUR5NqB0IbzkdCdPP&fccid=8dab9c94f5f4722e&cmp=Prakash-Academy&ti=Tutor&vjs=3
Physics Teacher,TeachersHelpTeachers Pvt Ltd,,3-5 years of teaching experience preferred. Deliver engaging physics lessons to secondary school students. Foster a passion for physics and science.,"Palghar, Maharashtra",https://in.indeed.com/rc/clk?jk=eec4785b55105b4f&bb=TkT1myIGKNnGk3kgBIx0XuxA0ckNX9US0hT8NLRKWTK3aaU9v2AwefIUBgJzwHjojxlJdJxaFU__jEWSkE6bc-u4fppgpQfts6rQjxkVknYaSHS7CH-fpErx8iKu2EE0&xkcb=SoCe67M3_GQFUR5NqB0PbzkdCdPP&fccid=e9dd7f82a8594c94&cmp=TeachersHelpTeachers-Pvt-Ltd&ti=Teacher&vjs=3
Primary School Teacher,BRILLIANT KIDS GLOBAL SCHOOL (CBSE),,"Strong subject knowledge and a passion for teaching and learning. Proven experience teaching secondary school students, preferably in a CBSE curriculum..","Palni, Tamil Nadu",https://in.indeed.com/rc/clk?jk=59246a0e7401fa87&bb=TkT1myIGKNnGk3kgBIx0XrrRF1BVjpmxecAdVPJ0J5NC_cz41MVrLoQkHF7-9U5lHIs7kvD_QFgtzA7VI2_9BHM7o-hwJkKRiwf9QEfcuWOz_OQuBNUNP1dGJwC8ivy0&xkcb=SoAq67M3_GQFUR5NqB0ObzkdCdPP&fccid=e4c19484fe0e4fc2&cmp=BRILLIANT-KIDS-GLOBAL-SCHOOL-%28CBSE%29&ti=Elementary+School+Teacher&vjs=3
English Teacher,Somaiya Vidyavihar,,English Teacher to teach 6 to 8th classes.,"Mudhol, Karnataka",https://in.indeed.com/rc/clk?jk=b6e9b24331321da8&bb=TkT1myIGKNnGk3kgBIx0XkT32sPZJDz3eR6iZROHeJDoOQCJTETErGOUS84RBeKxObBcRSgMMnjkNgsePt7_B5GB998LY3qanc09y2_uV4f-LJxosfhsAJqQhhmTqGlU&xkcb=SoC367M3_GQFUR5NqB0NbzkdCdPP&fccid=9b8d9ea2d1ce4c99&cmp=K-J-Somaiya-English-Medium-School&ti=English+Teacher&vjs=3
Assistant Professor in Physics,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,,"Utilize innovative teaching methods, technology, and instructional resources to enhance student engagement and learning outcomes.","Dharmapuri, Tamil Nadu",https://in.indeed.com/rc/clk?jk=9993aa2d53d407a6&bb=TkT1myIGKNnGk3kgBIx0Xtt9QIXXyl3y9ClB5MfoS63TmEUmdj-bM8n5MHE2TO6DdOwYg3n1ABuXa-dclNZ5sKWY7sXGWuJT_8YQU1Jiq8JlOiSm_ELsParxguITeubj&xkcb=SoAD67M3_GQFUR5NqB0MbzkdCdPP&fccid=f51b1954abd68750&cmp=JAYALAKSHMI-INSTITUTE-OF-TECHNOLOGY&ti=Assistant+Professor&vjs=3
English Teacher(IX TO XII CLASSES),HILLWOODS ACADEMY,,"Research new language teaching methods. Collaborate with teaching staff and administrators to foster a good student experience. Job Types: Full-time, Temporary.","Preet Vihar, Delhi, Delhi",https://in.indeed.com/rc/clk?jk=77d3866d543baffe&bb=TkT1myIGKNnGk3kgBIx0XteOYiY5b065Xgt58k5BWdPq79CaK1EpSQKoJ7VEmvBu60kK4DEvRhU5uvtgUfnoHlby1_o7BNnG2xPJ_k3ZMZR3sncpgD3VkjIHlnbAVzE0&xkcb=SoDq67M3_GQFUR5NqB0DbzkdCdPP&fccid=473bc8307c718e47&cmp=HILLWOODS-SCHOOL%2C-GUAJRAT&ti=English+Teacher&vjs=3
Pre-Primary Teachers,Paul George Global School,,EXPERIENCE: Min. 2 years in Best Schools of Delhi.,Delhi,https://in.indeed.com/rc/clk?jk=5361149df0e4ae21&bb=TkT1myIGKNnGk3kgBIx0Xg_YJT9JIYgsuGkzD5Bw9mInGgAsa6_ZLxdHSJr80ZSGpq8XcRkYU7R4_HsLBnunbfgbG01JsqrRE4JLywrss4VgWDzGq2NCMgJ7rN6l3761&xkcb=SoBe67M3_GQFUR5NqB0CbzkdCdPP&fccid=1019dd1c3616f934&vjs=3
English Teacher (Sr.Secondary),The Creek Planet School - Mercury Campus,,Candidates must have relevant experience in CBSE Curriculum. Candidate must have 6-7 yrs experience as Sr.Secondary English teacher.,"Hyderabad, Telangana",https://in.indeed.com/rc/clk?jk=35d5860a78bc7f47&bb=TkT1myIGKNnGk3kgBIx0Xg2jLnlUz20mMTe4V5kr_odtVghwDHKXpRK6l0ueyAjLfUPnpDu38OE7DWye1i0btKLDpPdtGD7ym_ETNGUjpbLbbSABighYhGd7CYIa5blK&xkcb=SoDD67M3_GQFUR5NqB0BbzkdCdPP&fccid=f92c8f30237b27db&cmp=The-Creek-Planet-School--Neptune-Campus&ti=English+Teacher&vjs=3
PRT Teacher,Guru Rajendra Jain International School,,B.Ed. or equivalent teaching certification. Collaborate with the academic team to incorporate best practices and innovative teaching techniques.,"Rajgarh, Madhya Pradesh",https://in.indeed.com/rc/clk?jk=989996fbcb6798e4&bb=TkT1myIGKNnGk3kgBIx0XvYuvoLwJo6MTx26jgUR1STvXdFbaBFazqeiASXtjhdKyKDsyDiJqBWfvZmgEpDeTkx6NP2mdH5OD73YsulnDt3niIeWc3j-LRSXoZVOdarm&xkcb=SoB367M3_GQFUR5NqB0AbzkdCdPP&fccid=efdfb80d9c05ab5e&cmp=Guru-Rajendra-Jain-International-School&ti=Teacher&vjs=3
Nurse Educator,INSCOL Healthcare Pvt Ltd,,"Lead the development of our courses through content development and giving professional advice on best teaching practices. Job Types: Full-time, Permanent.",Chandigarh,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AjviccOElw72-cpvLD999sEgR92kCAvuCbthJ5OKm9Vo8oWKCF19OmCYKwt8FRPbVFTJmCmWakmUCk-aSpzVv5z79SIUCf3ELyJgnfW4iCaKYbxzPCz4LzjUi0yYcyGrod75rGmboqimQAMz_wURUCjyQaKXVij4Xm0DAmx49VBR42YXV1Rga5Jirngx6bKra9u9SeCjyvyuWJ54r3hQpykfjVQASXEbO_jUGxo7DSbbTldNLE5NESAt3qpNY5lJBy_BF2sVFeZhNBXm4QsHBWGuqXpPFc6YXWUGckWVswtSmg2ytXqXoVDnz_ywWh7yw0g2I3kQMFG4y4NdzC5RmqY8wv0S96Q0d710ftIM-if7njUr3TClCxOZGMhZmErJ-wC91JwCYR166HlxWVOpi8EQ4nJ0jxjm6WkB6mu6nJlq_fq44jKcpW6ppMF_OIRb6KJAzCTzZF4j2yug5G_PSfd2aG8FJzhTM9LsovHdBh-WRveTzyEE3tUPKLH0Lwdu8pSqlFrTVLVtYAR8b_l48E7Xxjh6EGduk-KAW1omXa7wm2wT1Y5Sm6jI1l7eCgrVyeyL19hOqAw2-XtPe4lfT8kymwz6IVU-p1qEPFq8EFHw==&xkcb=SoAN6_M3_GQFUR5NqB0HbzkdCdPP&camk=nUmJqO2E8rilz3bTJLuEjA==&p=12&fvj=1&vjs=3
Computer Science Teacher,NALANDA ACADEMY OF SCIENCE AND TECHNICAL EDUCATION,,Teaching Demonstration: Candidates demonstrate teaching skills through a mock class session. Professional Development: Engage in opportunities for growth…,"Vijayawada, Andhra Pradesh",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BokfJNtYdN3VvmXg-k2bWeLzgCnA9Ku4oVqC_4zhPAdv8U_OYVcJeTFLZRRCxxOJAIY9C2BiLGBGlyq0udqY6J238wII5aTmCie2KCRFCfb0nnizL8ghCSSLEdEzAtyMZ8T0LUnlbqcj4uLkH3T5G2sEhEjh8bHJcO3ogdAalF8ykeY2XOz2OCLy96-JzATfRSoo44beGB5Fpb3zYGeq7QiIwAtZFYVmH0ynHx0fQ9pnMe2T1iPgvkC_IOmWqZjtXnakXmxrelXq-lY2KpW_GcdrDSBTuTeP1N70xJPA38Yks_y2fY968soNhDt55aApV2xKafAIB2Vsk7BYubdcMYnGLDhalstop3axznx1INv9xQ7p9Vfo_T_HspsKQYatnY7z0U0nnpH3t6Gczas_wnTByavRp3jLx0AhV4B38PhrDqvT59yh7s6NW5gugiiuJNrVoy71o2M7SXUzCRvKz6dpUAq1YroVGdouDwPZAjd9hqCiEoOCxu6hIvv-jTsCB7HPg5gNaCyg4RDBMo5px_AQhYnFnwV5gVmgF0ANgpTDMXfeX-GmhNCmeEKV6hEKAZhp1V8FE7Q442TsRpX0nFdLKOyqwcwmeHKIJm1GNjWD7MM5big6_J5dc5v4KHZ-_H4saxrv6xrHffL_wQqrEp&xkcb=SoC56_M3_GQFUR5NqB0GbzkdCdPP&camk=nUmJqO2E8rhp4P_wT59O7w==&p=13&fvj=1&vjs=3
PRT Hindi teacher,Scicomm India,,Bachelor's / Master's in Hindi. Must have 2 year experience in the same field. Total work: 1 year (Preferred).,"Faridabad, Haryana",https://in.indeed.com/rc/clk?jk=aacb2f0ec44fcc83&bb=TkT1myIGKNnGk3kgBIx0XteOYiY5b065Z0rZLxT2uHmW2_lmQ2pWQSQnWsyBXwmQLegVy3L-3NpmW7fKR8PmsRZ6GChdkL-nlGNvUc4c370N6gqR2F2nskQ1Tf1_IKz6&xkcb=SoDQ67M3_GQFUR5NqB0FbzkdCdPP&fccid=5e0edc927fb6bc54&cmp=Scicomm-India&ti=Teacher&vjs=3
Early Childhood Support Teacher,Boundless Life,,"Framework for experiential leadership, teaching, and learning. Willingness to gain knowledge of the principles and methodology of effective teaching of students…",Chandigarh,https://in.indeed.com/rc/clk?jk=0f715a94e86a1214&bb=AWYj8Rn_fByrxoqDKntMby0z4HVDrnDZ_FcBV5GxJjvII3qDcMLrEQHpycpNOeeU4WH3aMfTYlfvbJN16Sj7z0uEMPMQJp6YSkgGcr4AJhCM89vni1ZhUefkzIXZJYjD&xkcb=SoBH67M3_GQFDKxZT50LbzkdCdPP&fccid=a23f8c5d37317bea&vjs=3
English Teacher,Job Destiny,,Minimum of 5 years experience in a teaching role. Execute lessons efficiently using different styles of teaching depending on the content.,"Hajipur, Bihar",https://in.indeed.com/rc/clk?jk=42b42d5d013a8dd2&bb=AWYj8Rn_fByrxoqDKntMb95yHfQjWMqF5XOnU1tVt5J8TZWP_B-14FI-8kLKtn5XC6S8XdRKjjg-dgsixf-OvEAR6irFOoRFU6LPBZkMxSX3w_NrGHzbPtOj-eXhlajC&xkcb=SoDz67M3_GQFDKxZT50KbzkdCdPP&fccid=5645f1e7407c4378&cmp=Job-Destiny&ti=English+Teacher&vjs=3
Primary Hindi Teacher,RADCLIFFE SCHOOL,,"Job Types: Full-time, Permanent. Total work: 1 year (Preferred). Greater Noida, Uttar Pradesh (Required).","Greater Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=e59e3616a2165d96&bb=AWYj8Rn_fByrxoqDKntMby0z4HVDrnDZvFSunypjbiPUSJuH5YHNEXq4-HeBX9S-4SzjCAO5RX0ioAiEbRrw01qR3AJUxKbbf2vZWajQwfPkUkE8ibKKcijtojGuzVpF&xkcb=SoBu67M3_GQFDKxZT50JbzkdCdPP&fccid=e3e1dd66ba57b7c2&cmp=RADCLIFFE-SCHOOL&ti=Elementary+School+Teacher&vjs=3
Professor - English,J.K.K.Nattraja Educational Institutions,,Experience in implementing innovative teaching methods and course designs. A minimum of 5 years of experience in teaching English at the undergraduate or…,Tamil Nadu,https://in.indeed.com/rc/clk?jk=783a4217abe5d4b7&bb=AWYj8Rn_fByrxoqDKntMb4sqqwJ2tm274GWiAJFP34Ysi4JnApIYkp-KVbK_WqdieAPVv62Ds_fIuw3hNbWFaZGp33nGSBcgIHDVQ3wanOy0Yw14HXyHH_r8DpnfDmIH&xkcb=SoDa67M3_GQFDKxZT50IbzkdCdPP&fccid=bb3c256a64012a0d&vjs=3
Vacancy for English Teacher (TGT),Holy Angels' School,,"* Candidates only from ICSE / CBSE background will be preferred. *Graduate/ PG in English with B.Ed. Job Types: Full-time, Fresher.","Katoya, West Bengal",https://in.indeed.com/rc/clk?jk=78d6cc1f17950bb2&bb=AWYj8Rn_fByrxoqDKntMb2HX98Fd7pPyjOzEzkELT62Lbn_0PIgGq_L1DV-ri3y5fDfb5RlRuppk8itECTm-jPrcXKYXgMpo5tmBl-XButGhvxyk9tSlPxVeRKf5G9ee&xkcb=SoBU67M3_GQFDKxZT50PbzkdCdPP&fccid=63415c09cff06c40&cmp=Holy-Angels%2527-School&ti=English+Teacher&vjs=3
PRT Teacher,GD Goenka School Rohtak,,Adjusting teaching methods to suit different groups of learners. She must be a highly-motivated professional possessing innovative teaching skills.,"Rohtak, Haryana",https://in.indeed.com/rc/clk?jk=f6a7f1028513b099&bb=AWYj8Rn_fByrxoqDKntMbzZHhqrchm7Pca2VcQTjGsrnyu-O6fGhOzTGnuRPOqKb1lbA5eQEbykHi6HQhto0vqtulY1Z-0b0RUuFrFoPG1I8WxWvUUVu6RGRWIczpeFY&xkcb=SoDg67M3_GQFDKxZT50ObzkdCdPP&fccid=e9be09fabdeec261&cmp=GD-Goenka-School-Rohtak&ti=Teacher&vjs=3
Assistant Professor (CSE),"Chandigarh University, Gharuan",,Effective teaching pedagogic/techniques and communication skills are required. Job Description: *CU invites applications for full-time faculty positions in…,"Mohali, Punjab",https://in.indeed.com/rc/clk?jk=a58fe8a1cace04e8&bb=AWYj8Rn_fByrxoqDKntMb98E2h3YyZFO6LPAZImKWuFBJnufSc89wlQrVtZX4Ry4KfOoxFzljNN1YRLFzH62LD5MqJOhxQQMGfT92nCuCufWCF7O9jGFCk9t9wXf0Cv7&xkcb=SoB967M3_GQFDKxZT50NbzkdCdPP&fccid=09cf945b00868a04&cmp=Chandigarh-University%2C-Gharuan&ti=Assistant+Professor&vjs=3
Malayalam tutor,Shining Ace,,One-on-one live classes for students. Willingness to work in the early morning and late evening hours. Bachelor's degree in any subject with excellent command…,Remote,https://in.indeed.com/rc/clk?jk=4aa0332d2e9060c8&bb=AWYj8Rn_fByrxoqDKntMbyCFuTTva-sm-VzfG3CV3CU5d6BDW8QTfzwS3QqoHLbfM6lDfngh2uoYeTOvnh9gbzp6dHLlilK19_vlZLMLP25nc55xje9yC2pZ6FqKRV48&xkcb=SoDJ67M3_GQFDKxZT50MbzkdCdPP&fccid=0d24ba29aa27463a&cmp=Shining-Ace&ti=Tutor&vjs=3
Subject Teacher,GI3,,"Should have teaching experience in reputed high schools or coaching centres like Pathfinder, Akash etc. Subject Teacher for coaching centre operating from 4 pm…","Santoshpur, Kolkata, West Bengal",https://in.indeed.com/rc/clk?jk=4c4b1cfa77228f20&bb=AWYj8Rn_fByrxoqDKntMb6TDzOObGzgJfz2d8XZGNrsQRYMexokb2wrtmO10YQ9WDWLZNYR0WQVAS2N9C1DeB2zOU9U3LgPdpM005TS3w3BFRJZ7qVukYBN3RFzhmMJQ&xkcb=SoAg67M3_GQFDKxZT50DbzkdCdPP&fccid=e432d3a10dae07f6&cmp=GI3&ti=Teacher&vjs=3
Tutor,Tuition Hub,,A personal computer/laptop and a headset. Consistent availability during chosen class hours. High-speed internet (8Mbps or higher).,Telangana,https://in.indeed.com/rc/clk?jk=62313099556a82ad&bb=AWYj8Rn_fByrxoqDKntMb5VdufRw9qhmSOamqh5yeYivaOL0nMXkORRqf2TTGqcQ2Mv8gbYWwyQ9fI4jbpm_fNGB3w36671KWZ84AV73fCOrE89I3DWuzvlolDXVVuDf&xkcb=SoCU67M3_GQFDKxZT50CbzkdCdPP&fccid=03def0ab0032f1fa&vjs=3
Pre-Primary Teacher,Nurtury The Pre School,,Teacher must have Art & Craft skills *. 1 - 3yrs of experience with Certification preferred. Qualification: Any Diploma or Graduation.,"Gachibowli, Hyderabad, Telangana",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B5qHbgSdQenjGww_Toxw-qgqOkLjI4xJ6gnaLWzniWA1jv5dd_oEg59Cr-p8ZBGeXrDGY5anqbmaVdvei1DbsgeZd0js4HEmjaquD60fl6Ik1Jrw2VM_OBA6lf4qpyGq2b-gzxBXpUvFVM6M_NUk4aSbXmoL7Z3ge5LVJZJ8Dksg6r8VsMg_RfgAkTZd02vUgSZ-fHacmyZbPNHoz7zVWoIYOx27KaNgL1yzVG6fW1xJ783hkRbGVR__gH6pS6TxcgbqK2HzIWRSfV13wouPEeAcAWPBn2xdN8DwBBIPD5J8_10WtsDTQDoB0rNZ15_H8erNV3RTjkLfz5W4iMSUNYgDiNrweIe8WS7qUM0NzD-tIGcDu9Oy2_kz6XG3BxWkBOFYBiVRq7CRyIgnS5cYO3fU-4D9UuzSVP-AkyXndCjw6K5vklC0JzMAfLh_R5_UEjzwV9oXMxpvGj65CZlUu6dfteKD0y6wXvdphbLppfinMBPok3LSUxO0f46trAHOypjG6vfTyDsOur-YU1uLDg1FXvvuGClB-Si2TCSCUoNSYb0HJxj6EyoUJ4ibYRsTOBRD2zDyhxHkdkH28Y2sJ3UdnYgAx9Q4zrSx-qM1Oq4NlFAyHwj6E4&xkcb=SoD96_M3_GQFDKxZT50BbzkdCdPP&camk=nUmJqO2E8rhl2aVIuqE-cQ==&p=10&fvj=1&vjs=3
PGT Social Teacher,Akshara Vidya Mandir,,Sound knowledge of the subject. Minimum 4 years of school experience. A passion for the subject. Experience in handling CBSE curriculum.,"Chidambaram, Tamil Nadu",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CMMnCS5zT9ZWfeVW1LU4Vc70KdgbGdqEt6yWUuZFJTqrgz0t5_8guu5zMJJF_jXJKYyJkT12Qm5TG_63RcfR4cClbqWz5Ef1IdXkXl8KlwQomtLXsOwJHWLUQZWJPMztIfxCF0AGUK9CpuJz123pmyCFKaSZd_K5032bwHTZDx8S3Ixk-qQQhJ0GKCOW53gaA997y8WOVnGYf4r0_Y-9d4q98eNoptJHRHGohN7x5eCfL4rBQGyOpcu5H0JJIUbg-5-jXBZP2Ql47vtFKAdvnifHLaycOdZBUq1yGPO92p-EA50HUT9Rufud9SMsC5z8MXQK7l-gA3tdfmYYy5aAQDBs2IqwNwsOQ3Wbj3_ACz0lSj_OT18fiDFlNEoap60bULNq7W_6-Ro8LRIbjoFlmLZr0LZt1z87Vjw2yss1eXVLdqUq7m0WXbI9BAaplQMczWhKfc8sfEznaUDb6eMy3HfYRaBqB2KTu3_B-zK2h1wXHldHDQHyhgpWUr0IKQklfI4YL7TpqYPLe00etPXCvDKybH5pp0hYUMrUdRXXtiGmGRTEnQSenq0i5fCElYmGON_5S_voHJhGB3gzom4gZ5LoA1kS0W9Fbhq1m9Bh7vky0faiCqXOrz&xkcb=SoBJ6_M3_GQFDKxZT50AbzkdCdPP&camk=nUmJqO2E8rjzcn_2mPYC9Q==&p=11&fvj=1&vjs=3
Hindi Teacher,Emmaus Swiss Refferal Hospital High School,,Ability to adapt teaching strategies to meet the needs of diverse learners. Minimum of 3 years of experience teaching Hindi in an ICSE school setting.,"Chittoor, Andhra Pradesh",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BDwI9apD9tP9lYZlLap6I4lrvCu5b8oaPfHmaGXX6lNf-Q5yt03lx-zDshMhI0LEnI0W_8nnuTiEzGUeSeVJcMOgZK0uwHjiAxgA4L1mDV_-gbal3Wb1lmr7BIHWpj6ikv4uwy0j3otWS5AoX8adwrP6IK9_GFN6Ht13s6ggwiZoHTCyFCPkM4uS0kamQWdf6amsE00lA9xrxSrM1mtO7drVDda0yjJvB01quDyN4WWgikgG1N64_M0OLkyv-zGHxG8D3fYy41HIccKBjj8wsDFA9W0FDBwy4gsYib6dxaHnPTzhqi7H4RmsYNFBXgQX3ptm1BYEkqOHsx7ykJM8wAdd_ZLmGXQy93858SYs511cPUSAMUXKlZq_YhAhH1tiFjI2Vx9z9VzbIan2b2JSHZrVirbKivl30SPf_BoHdQhyaLQSruEt6GFbkDpEM1ENSib0IWIQcf3h7qrBWDBdLKQK3aW3BtRxmMzLk3Kwh0qIIt84Cyw5mGuvDM1xAJbbDnqnFXXd5npk-8xJxF4FJYAM4Vz93H9mcMgqp9KJS8SPkrVdQ3flAN2SUCC4wIl0WZmZsBAomRG8gZPoNa8UF36mIbwgJXFFURaWG0X1A8zr8ZmguFaqss6aK9HX3mPrul6CRvWNc8IA==&xkcb=SoDH6_M3_GQFDKxZT50HbzkdCdPP&camk=nUmJqO2E8rgkjqqvjNx6FA==&p=12&fvj=1&vjs=3
