Title,Company,Salary,Description,city,url
PGT Physics Teacher,Akshara Vidya Mandir,,Sound knowledge of the subject. Minimum 4 years of school experience. A passion for the subject. Experience in handling CBSE curriculum.,"Chidambaram, Tamil Nadu",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CMMnCS5zT9ZWfeVW1LU4Vc70KdgbGdqEt6yWUuZFJTqiC2cH0_Z36lNFB7n8jTWMFsUyuzjd768gFCR_NN56_qHtlVq3y54Wp_hyQzV1weVo9xZVJxtV1Ab2x-bxqNOXjKAFPgVBktK3ltwo6O8SrN1qS5VOPnXcpVMZuBHdQgPETxDYIwPu3cU6Vbbhk0f6yBS4LoBUwYJKYw61aUbdYrnnJSG3TaQx6Bn5c-jeDocJg3pjT5Pfx1g65h_KLP0M51-vCB84nbdiMKd5dOtjdCSCkr4jqpnxwCzURbBbkmz8keKPwR-T1HDbd4alriaqT7PfYaCRZ2P3piI4v_8lm-y-uACs3xFu6SFvHZ0ozrexJWg4ziWQyechd9fMg_RjOR-IwEVItS7UWCDk5vJgTGevAEw9lGNvPf3HEc3Pn8kdCz68MNBnzTlEGOzVOq_m7jZUl98PAMC-DeV9AlySef5ZHuXgSTaGoUSWsQLOj3ra3pr5uY_3XzzhNyuIbXE5qYgld8BfD-YK3lsBwFvrztK_sW6joHeed3HdCoAdDIUXJ-6a4tHh_yH7mgf8sokuU125i0PEQc9dKYAv-NMZVtytre7KwYHVPaIwC41yfY-2kwZSntOc5r&xkcb=SoCs6_M3_GQGCwRZT50YbzkdCdPP&camk=nUmJqO2E8rjwQUnVjmHZrw==&p=12&fvj=1&vjs=3
"PGT Biology and Chemistry ,Nursery-Teachers - female",Apple Perks International School,,"Need TGT Chemistry for Class 6 to 8, Nursery Teachers. Minimum two years of experience in CBSE schools. Job Types: Full-time, Permanent.","Mettur, Tamil Nadu",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DZHNlsu9KQQe7f99jWKbES0PLFCHBTsTbutpKQfvBt9-svBrEOJV-7mhvaj5ZZcBzePHdeebAOyoqpF7gCyTz_w2j8PIewsKXiT8keSVdZ_cmgDo2sZwmEW3MWt0-zjDfLT98ff3CFPVXNF-WcpLxPsOQvTPbyVgTed4-07rD23Bv08i_LiLHf1wAzOMrftsnz5qxeOSzKD3zWRyduwyEh-PCY5PaZ1QswwidQemkRuWxagHWyzSEZlD5QL48aD-ivz9PiFNi7AekOT9jFsPCxD6dqTl2zWFTR36b802RhUEAy_qxL_hDGH0ojzT2qZqgVTriXX-nfvgQu3NXgOMuSZfZqhPwOj-j5ACvLoxgwtmn1SrN-5YRHpNROxVbhpqnbPTNxLg6VJh04O3FGIHKgoWvrEmvDWvKWhNbDfaTko4LnmCFQmejbZNa5g69DSeSTzLbRkoNFNHeB93GJ5NcqYy4-4mvOKy5irBQqUgZZR409KNofb7YDBjKbRKpnsGHJhN2EGpmiB27sAxv4qzclFZxDu4hJKtofMH3yd3y3ZRlBu3N51_TszMcAMnZz-R9kqqSFegXCMGASu-h5UeE26TmF7HOCjKhU-G8IfjFeujt0abQ7WOKNY9N2VcI8UTTBZrTVlqEN8vgpJdwUleLRKSAx4OnoDZk=&xkcb=SoAi6_M3_GQGCwRZT50fbzkdCdPP&camk=nUmJqO2E8ri-9XT4iLVyyg==&p=13&fvj=1&vjs=3
English Teacher (Sr.Secondary),The Creek Planet School - Mercury Campus,,Candidates must have relevant experience in CBSE Curriculum. Candidate must have 6-7 yrs experience as Sr.Secondary English teacher.,"Hyderabad, Telangana",https://in.indeed.com/rc/clk?jk=35d5860a78bc7f47&bb=_Bl9xf742Xx-m8NjcI852OeOP7LfwVbvb0Fnaxelo9lKUKS_Kt7qBenSL_26aAyEAR5DQcoMKtYEecM0IKvU0SScJ6VNxSCkTQCwLftBkmxzsg14Y1FQ9LlGq6vGEiZt&xkcb=SoBi67M3_GQGCwRZT50ebzkdCdPP&fccid=f92c8f30237b27db&cmp=The-Creek-Planet-School--Neptune-Campus&ti=English+Teacher&vjs=3
Vacancy for English Teacher (TGT),Holy Angels' School,,"* Candidates only from ICSE / CBSE background will be preferred. *Graduate/ PG in English with B.Ed. Job Types: Full-time, Fresher.","Katoya, West Bengal",https://in.indeed.com/rc/clk?jk=78d6cc1f17950bb2&bb=zn1BDNHW65dpVMAowhJFYrSpvPZzETf2ZmQGFunDGqQqlv7JYK6acChJ62hVE6k_iQz_KpweMa4ALFASqnaI_qskXyaQst0D4dHadRDABf4ZBMPGqEEXzvB_rEIYUPS7&xkcb=SoDH67M3_GQGKSBOn70LbzkdCdPP&fccid=63415c09cff06c40&cmp=Holy-Angels%2527-School&ti=English+Teacher&vjs=3
PRT Teacher,GD Goenka School Rohtak,,Adjusting teaching methods to suit different groups of learners. She must be a highly-motivated professional possessing innovative teaching skills.,"Rohtak, Haryana",https://in.indeed.com/rc/clk?jk=f6a7f1028513b099&bb=zn1BDNHW65dpVMAowhJFYo6e0WT-WNpic9HiDkjGermnDWM5-QewgEuyS1khtQWbcrNDyI8gKsnmdIXTzLmdGHWERx-gwqg7PnZZfZvNkTEqYBJmqXF9nv1Be4sbcFIa&xkcb=SoBz67M3_GQGKSBOn70KbzkdCdPP&fccid=e9be09fabdeec261&cmp=GD-Goenka-School-Rohtak&ti=Teacher&vjs=3
Assistant Professor (CSE),"Chandigarh University, Gharuan",,Effective teaching pedagogic/techniques and communication skills are required. Job Description: *CU invites applications for full-time faculty positions in…,"Mohali, Punjab",https://in.indeed.com/rc/clk?jk=a58fe8a1cace04e8&bb=zn1BDNHW65dpVMAowhJFYmeJ2shFaoYllnHFu3PjuJRGqHnWpjE4K-MEIepx7s3bgp7j_S--zRS2CAAsoAMnto7bodQO4g9KJNDNmV8Iw-Pr4ZAFT-YbjT9YP6vZ3FGr&xkcb=SoDu67M3_GQGKSBOn70JbzkdCdPP&fccid=09cf945b00868a04&cmp=Chandigarh-University%2C-Gharuan&ti=Assistant+Professor&vjs=3
Malayalam tutor,Shining Ace,,One-on-one live classes for students. Willingness to work in the early morning and late evening hours. Bachelor's degree in any subject with excellent command…,Remote,https://in.indeed.com/rc/clk?jk=4aa0332d2e9060c8&bb=zn1BDNHW65dpVMAowhJFYqAcszTlQXNBgR38mHh2Nrm6_aBFeGGV64Bml_15zXNlPiJRi6-PHieERocilBKpAwCrDiAMWiJ0YkAlPM9kgKGWlPqpbZNtl2Z4Noe8Jt0O&xkcb=SoBa67M3_GQGKSBOn70IbzkdCdPP&fccid=0d24ba29aa27463a&cmp=Shining-Ace&ti=Tutor&vjs=3
Subject Teacher,GI3,,"Should have teaching experience in reputed high schools or coaching centres like Pathfinder, Akash etc. Subject Teacher for coaching centre operating from 4 pm…","Santoshpur, Kolkata, West Bengal",https://in.indeed.com/rc/clk?jk=4c4b1cfa77228f20&bb=zn1BDNHW65dpVMAowhJFYoHQcv0VPnLTt3fJvxfIKKI-NQ-Oxvt1PEo5Rh7JY_OIxBDQLNG7WOF1Fo43U2Yy-TulYKbPs8OUr1XZAffthaPf6_dvnHhfFDxMYT3YTYYy&xkcb=SoDU67M3_GQGKSBOn70PbzkdCdPP&fccid=e432d3a10dae07f6&cmp=GI3&ti=Teacher&vjs=3
Tutor,Tuition Hub,,A personal computer/laptop and a headset. Consistent availability during chosen class hours. High-speed internet (8Mbps or higher).,Telangana,https://in.indeed.com/rc/clk?jk=62313099556a82ad&bb=zn1BDNHW65dpVMAowhJFYmdxGn_toeUg2Ax_-iqs4u1SiGJzy1XESWMVMFS_zlGHz5HIlC4OpKYIoiLEbot-Sd27jlqqdC5kJ4IEZaKL2QeDNVzS36sHYiscsyINoyFE&xkcb=SoBg67M3_GQGKSBOn70ObzkdCdPP&fccid=03def0ab0032f1fa&vjs=3
Primary Teacher,Novus Early Learning Center,,Proven experience in early childhood education. Strong understanding of child development and learning methodologies. Total work: 1 year (Preferred).,"Yelahanka, Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=5956ffcb0cab4698&bb=zn1BDNHW65dpVMAowhJFYph2e4Qdd1bm4hcmPrdYig5sBprfm5P3a33SrVY9QEI44iCW8FbKASWGU_ONeok6qAEGv4NRLzjLSmblAfwSKH8DoF2iIAQHa_FdeWeIir6O&xkcb=SoD967M3_GQGKSBOn70NbzkdCdPP&fccid=4e3f7224a8b267ac&cmp=Novus-Early-Learning-Center&ti=Elementary+School+Teacher&vjs=3
Arts : Hindi Tutor,Revolution Classes,,Implement initiatives and teaching methodologies. Design appropriate teaching plans and schedules. Design teaching materials to sustain students’ interest in…,"Dadar, Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d7c82a74e3dd03c4&bb=zn1BDNHW65dpVMAowhJFYpA8q6GnH3j4X0LQcZ1Jbt_qbtk0tpvPNkV9qjR1OfKt9w5-uk5vwpkm6f5VOj5ZWA0TubS_knM-4tH7304ZvBNUX8_byzq5EM0mCj7lNC3G&xkcb=SoBJ67M3_GQGKSBOn70MbzkdCdPP&fccid=ba42421d626e9866&cmp=Revolution-Classes&ti=Tutor&vjs=3
Assistant Professor in Computer Science,Hindusthan Educational Institutions,,Candidates having minimum 2 years of experience with M. Phil or Ph.D can apply for Assistant Professor Vacancy in Computer Science Department in our Arts…,"Coimbatore, Tamil Nadu",https://in.indeed.com/rc/clk?jk=a1a4593e673304d4&bb=zn1BDNHW65dpVMAowhJFYsm9BgITEGI_ux1SfCXRXGwzKTTz1j4b7YD0oQRMW09PSfNPtdQEN-Ttlgp9F3jsJRLrdiqnbH7ZR_NUItNyK05PJzYLomgpQDNOH9eHxKqJ&xkcb=SoCg67M3_GQGKSBOn70DbzkdCdPP&fccid=dd8f661fc51fa392&cmp=Hindusthan-Educational-Institutions&ti=Assistant+Professor&vjs=3
Speech & Drama Teacher,Helen O'Grady International,,"The Helen O' Grady Creative Education Academy is looking for graduates with a passion to learn and help build communication, creativity, and critical thinking…","Thane, Maharashtra",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DyRpnKvYIip5L76aRaC-HePPnuOhoty6pD3Z0mimMn_ROH9LwG0vyoinOQUvSK4LlC88ImMmTGhM0BVJ-mo-kVnDmWpOSITpB8ifCe24af9BSpehzEH6GS3Zw1TE_TXBO0CEBomQEO10h9sQ86yJya9ovjRrkPdhXstqzgvbikukjQ02IThmODK2G8GRt4gjUbUgyxX1Sxni0bFTUTgp5-0M9Hno16c9W9bsv-6CLD6rJ1mAbwbm1UqoF38X_P1Pzr7HfnhRy3WOAmHIykh2gMe-Sh_i7Wm7oGNMgpqg8nLooOu9CiIJtwVtsT9fVaU0ZqMy9lagztZWzp-gxD3g1JTKelCWGG-UMymHdq6LPpiHpKljfY2PL0olfXKo8rZdLipRrBstgs5f_eXAMjkGAbkJKwLuHEx4zmZxMiVd0w3KY0xNLvhonvWhqpk-OvZvGGZk9__ylStQgxHHcR2R2k-He0nri3-0lpktpn4dRrNpWlZ9Zyz31oF8pDKc8tEeCgfi3pATKI4ODFxSx1dQoJnYY1YvgYCKpNoQfXNeMCKkb5Z_29kiH4KisnUzONsiPnsFgMgHWvSi3u5YVMhwwB69oN_6RNMHmhUvKXzaOtKDTnlfHlm2ScWHqPYK2fkVV0AUX5PgKhjKLqDmbT0SuB&xkcb=SoDg6_M3_GQGKSBOn70CbzkdCdPP&camk=f416UQcMBpBfjsC_FPqmvA==&p=9&fvj=1&vjs=3
"PGT PHYSICS TEACHER FOR CBSE SCHOOL (RATH, DISTRICT-HAMIRPUR, UTTAR PRADESH)",SETH CHHOTEYLAL ACADEMY,,Must have minimum 7 YEAR experience of teaching Physics mainly in class 11th and 12th. Do you have minimum 6-7 years of experience in teaching physics in 11th…,"Kanpur, Uttar Pradesh",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CTNN7GaPaWHU9BJ58tH3bUikB1bs5WqT6Q161pRpMVKT67pCd_HPC_pNcFwKWXKss1lEuFVkyFtDfEUuZMfvWlvhHyzEW44LH_8kL_DuG3za9tw_MHq8ZxDzutJ2WMyvZxlu9CBUMcF9rNyQrkfXptcnDJgrxMWblk38uhIGgx8KlZfwqtkriWv4MPUySZ-WN6iAhgFq47vkELS6gqXfF4-YIEjHNTtmO3Mkmok0ykcbX_Xr6M4G2a6RYchfwUb94uRHefWxq5-TU7Hk9LcRdSbGPGq6TSKgccF0KzQJCvEZPBxA8l8O82AdG5jpl2ObFNMYtsmV17taX6wujLCRFhJc1ViMXTLwHiwvBRf8srDX9YFziDslZaoPr5S2e47y-tNK0-TMCpqwiJ2DkvTwYnjPI8faqIDxV_kQKOf15HPsW7KGOis-r2Vt_GS9E7MhpTGR1t_TICSaRO61HiI803LpNEnwu1M30dWu7jZv9jrC9fMTCo9c4A-z4Pjjrr-_qtaBjlAZDql0N_H1H4UNbRBsxibqERP3T7rZCPNjx1UN-O0rUqImGxHi4aohumyuLNsqgdLOOJmEjvXscMFfDePkZSB9OlljPUdj_aAOnI3vRSNziS3V4pt7LiIkjPg1p_ZdtTLdm0UXqnbunr12mhrXNUOkOtF8xfLxLrYxYGyEMyBEoYcqzCzUB_XH7t55c=&xkcb=SoB96_M3_GQGKSBOn70BbzkdCdPP&camk=f416UQcMBpAa0Vwx1EiWsA==&p=10&fvj=1&vjs=3
Pre-Primary Teacher,Nurtury The Pre School,,Teacher must have Art & Craft skills *. 1 - 3yrs of experience with Certification preferred. Qualification: Any Diploma or Graduation.,"Gachibowli, Hyderabad, Telangana",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B5qHbgSdQenjGww_Toxw-qgqOkLjI4xJ6gnaLWzniWA1jv5dd_oEg59Cr-p8ZBGeXrDGY5anqbmaVdvei1DbsgeZd0js4HEmjaquD60fl6Ik1Jrw2VM_OBA6lf4qpyGq2b-gzxBXpUvFVM6M_NUk4aSbXmoL7Z3ge5LVJZJ8Dksg6r8VsMg_RfRhAx96AJbyE33mQRaHP7hPZioWwWvsN86zpwIClMMjvBYQSCPhmS54CvsgU0_N3qt71Vl7x2PyrIlH6zQQoTCM00H46xaxaNlIFaAUfLcX--zls0yWSllnLSGKMY7CVt0RGvcD71JxlHVjiJoM9DqNHj0L0Ky7ZSIH-NjSCg0H-D0JAnbPqkbXKEHIsPcaiD2z9ZJx9Bdb9UDOUYBylgvB7PWgAp_Q0PJrTLDgkeW8hZDU_1EYfC8_-eIEp9ojE6BWqmJTK36xELVehEGUDQ6S2DGpduSSyuOUCCY6qx-G3xfXa9yIhJpxzfkUqPyFFY3nxNpTeE12xO9vN9e4oLo7MJoZRCRulaIXWO8RGkI2SieSrMred6SKG0zks9AWYBwejoPq7p8NjxJTQsuizPQYS24AxHxgkSgPCMQ_iLYA7fgDZjcWV8XMORK9bJIxR0&xkcb=SoDJ6_M3_GQGKSBOn70AbzkdCdPP&camk=nUmJqO2E8rhl2aVIuqE-cQ==&p=11&fvj=1&vjs=3
Preschool Teacher - Hyderabad (Banjara Hills),Koala Preschool,,As educators you will be responsible for facilitating teaching for 2 years to 5-year-old children in our program. Your work timings will be flexible.,"Banjara Hills, Hyderabad, Telangana",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D1VqQKWCf0Ix_jDUmsE7F98GBncJCBaf1VtMMPMC0wX1YZUrkm32DcyWvf0tvhpXbqS9Lh09npYxeC0R1X0S33qzEQltVJ9XyFzosZNUJsDWGoUbYjp1OB6spEowRF7OaFRS6GDFkBuMotpR0DOrttZBp4Q90ILFV5XYz7QqESAh2db9DBXl3xsyzzBLGaVtSKL4vUFgt_ygZdk6gg-dkebo8zRpnPClBOuGRqrpZ6RdTBDsH9a6_-cHPqTzIRgda41IIKId7SzCy2wvvpvsHWQucgcdM369jIMnnZyQbK1lo8vftpNLAA2SHeTvZn-AaGxlwxMg8L0TqE103UXtQNDUiAsTxekg6OPn-EASc6SElj97uh3psWtjIxi_hTLbbl2LX5foKKscH3fI2K8LXBmSEC-u_xG7l-9Nu67wuLgjpNmn5m3KTk3w3rICg5oi7FJCEF0F7H_kKn5yy1hHx0-yRZPDb8Kn_0SEKjh_l6cM8u2FiqGcK24R0tiQTD8_i3rLw4SjJpCzAPB8eXg6efyZzYEvL6PKL-t175UlXwcoMnizu4auPGLEWieeVk8dhVgBoJE9eBOSfS68TJb54t1hYos6TpqvPk10kmhmFajxeCb6gLs4rtxdnpjTfH0wJ-e3x9IJkRNSubml0Yfq0-&xkcb=SoBH6_M3_GQGKSBOn70HbzkdCdPP&camk=nUmJqO2E8rhA7VvaLcDoNw==&p=12&fvj=1&vjs=3
French Teacher,International Delhi Public School,,Degree in Education or a teaching certificate may be required. Bachelor’s or Master’s Degree in French Language or Literature. Total work: 3 years (Preferred).,"Nellore, Andhra Pradesh",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BDwI9apD9tP9lYZlLap6I4lrvCu5b8oaPfHmaGXX6lNf-Q5yt03lx-zDshMhI0LEnhTSBxNXBhMgLmwzP_mC9L_AnroW4_shGnlE7_fFdOgjyf5fQSUn9J0kjeXrGdvI-n9sg8SrFiBSslvxWwYDwSuxTMl6TsKKuoWZYaB9yihPrPIbM202F6XEYYVZy966K3L1LOQ7bIUDnjxv4toMeTbSU3h_sFzpoI7F3vri_D1T-GhzvzJDl7rvXG2-EfkgrXvdmUgi8icrhb_bjclRiP9ozgbhlHhD92lWkigdPU95BNnlEM3JzgoiIAl_uTc8cncOY3TVTY0ALExSR47IQ5K812lUS1zr01V8B51JIqGYUH_9D9WlI51MKfUyuvWKJD8R6oVdXDXfEFr5vz8mfQL-ptXKuWwAKNSZdC5rdHTeUkbAb-Png6G1PkDPlj9f5SumX2BoQW5tLs7TqGc-Mzh-Uh2O7-XKEa5Bbz3Ob1tJYyWL5Y0u5hPAOqgeG_-mPFwRNt9gthnTJZNgRI_MBBESRzHv7htcrURusd5u5HfrKIlbizqLS38aLzD2S4QGGDA-1bpUk6JWnpp6_Ob9uONxuwWBSV44_NXDUjoOs_QzBnFFtpo9zX&xkcb=SoDz6_M3_GQGKSBOn70GbzkdCdPP&camk=nUmJqO2E8rgkjqqvjNx6FA==&p=13&fvj=1&vjs=3
PGT Social Teacher,Akshara Vidya Mandir,,Sound knowledge of the subject. Minimum 4 years of school experience. A passion for the subject. Experience in handling CBSE curriculum.,"Chidambaram, Tamil Nadu",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CMMnCS5zT9ZWfeVW1LU4Vc70KdgbGdqEt6yWUuZFJTqrgz0t5_8guu5zMJJF_jXJKYyJkT12Qm5TG_63RcfR4cClbqWz5Ef1IdXkXl8KlwQomtLXsOwJHWLUQZWJPMztIfxCF0AGUK9CpuJz123pmyCFKaSZd_K5032bwHTZDx8S3Ixk-qQQhJJyTz4bOGzxh_VBoHkEsR9AA4Ekz7DG7DNxExprG7e5mUjfogGUl5GuoeaXte7ONIGNlje8e4oCBhhfjYrJO7GAPs9-uGV7j70TQkEruLKBHiOYzf4Hl6kl2e8yBJXxMAFeP82t0I04qyHxcsCcxkzpYAbSMVGthpX2sX6MjA3aBKxJrJPezC6kSp1pbOYj7Vth1hE20lLcw0Ex5B13AJ7_u9z765_ZeltQJsrpPpD2OUgnPdNmqP24f81TWYdIsnx1N2MKM0SuUUEYNKWIJX8yQaiWOX_tybCVKJ5fpyK5zEfyvg7X5siT1qYyOLf2jgKoYSAW2cwdnZDW34EG38YQVqsg9gHukYDKXT0im6l9jQuweYMaRfstOPsx56ofgWeT8ayiwFhEc37ASjDdJInGOUSZGLPsYOIhgk4fMSLC0gjt2pQAjnPJL9SbLEgha0&xkcb=SoBu6_M3_GQGKSBOn70FbzkdCdPP&camk=nUmJqO2E8rjzcn_2mPYC9Q==&p=14&fvj=1&vjs=3
Assistant Professor in Computer Science,"Mumbai Educational Trust, Bandra West",,A passion for teaching and engaging with students. Qualification for an approved Assistant Professor:*. E degree with at least 60 % marks in particular stream …,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a8c91194cf5eeeee&bb=27CANUC4Kb3VkEzVGVuMFlHmHo05dhEPSSz76yD7Zvq1v0rrYjVLToFQer2XmVT2v_otJLaLor3xlwrwUriXI0Nfw3bTGUbfpvqnpvLotGiHHl5xR4Gt-IHJ_mthF0kQ&xkcb=SoDn67M3_GQF_k5_BJ0LbzkdCdPP&fccid=ef061b669dc74868&cmp=Mumbai-Educational-Trust%2C-Bandra-West&ti=Assistant+Professor&vjs=3
Assistant professor in teaching of Science,"Guru Nanak Dev College of Education, Majatri...",,"Assistant professor in teaching of science. Pay: ₹15,600.00 - ₹21,600.00 per month. Total work: 1 year (Preferred). Application Deadline: 05/06/2024.","Mohali, Punjab",https://in.indeed.com/rc/clk?jk=61375490df6dd49c&bb=27CANUC4Kb3VkEzVGVuMFof7zrgelA-j4Z4DWIhX23vWRjfUc6Il8OlPdY2zrAaDyFarpe0262pRx004mgSqWH0xGGlScVD6J7Fn3Cqw0IEtfjhw-fzK2C_rIkwTqRn1&xkcb=SoBT67M3_GQF_k5_BJ0KbzkdCdPP&fccid=eec4ef151bed7847&cmp=Guru-Nanak-Dev-College-of-Education%2C-Majatri-%28Mohali%29&ti=Assistant+Professor&vjs=3
Secondary Teacher -Hindi,Vibgyor School,,Preferred Experience: Minimum 2+ years of experience in teaching secondary classes+ B.Ed. Teach as per instructions given in the lesson plan and makes use of…,"Lucknow, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=02d03df84d2d6226&bb=27CANUC4Kb3VkEzVGVuMFiESElF9s4tsH1fDHpjOQZbCbS3Zx8NtHV8faCdG8OhtBuIbJaKKIbSI4_JVK4FhzsWgAUx0OIZUP6s2USW01lMOngY4fFKwOB9ZBTAjdvN8&xkcb=SoDO67M3_GQF_k5_BJ0JbzkdCdPP&fccid=206895d40db2913c&cmp=Vibgyor-School&ti=High+School+Teacher&vjs=3
Early Childhood Support Teacher,Boundless Life,,"Framework for experiential leadership, teaching and learning. Framework for experiential leadership, teaching, and learning. Help/lead Lunch/snack duty.",Chandigarh,https://in.indeed.com/rc/clk?jk=0f715a94e86a1214&bb=27CANUC4Kb3VkEzVGVuMFk4YtJzXnpCdGsu9JzGGhpUAm2sCanRGN2dFKR-68NhTA3XyThAZm-PnhXhWUbNkokfe06_50F_w5dcA-NH76BiYdKcsnH3IHgIupaxHgQAA&xkcb=SoB667M3_GQF_k5_BJ0IbzkdCdPP&fccid=a23f8c5d37317bea&vjs=3
English Teacher,Job Destiny,,Minimum of 5 years experience in a teaching role. Execute lessons efficiently using different styles of teaching depending on the content.,"Hajipur, Bihar",https://in.indeed.com/rc/clk?jk=42b42d5d013a8dd2&bb=27CANUC4Kb3VkEzVGVuMFkpvg3BoIQ5mbJQbexJOSTOdXFMz4hSPNB43ifG260sOE0Art6SBOFfJ_zpRayh56vfKENKwZCZG-O1lplwfFWl9E7-swC_AKFVOK-vArsix&xkcb=SoD067M3_GQF_k5_BJ0PbzkdCdPP&fccid=5645f1e7407c4378&cmp=Job-Destiny&ti=English+Teacher&vjs=3
Primary Hindi Teacher,RADCLIFFE SCHOOL,,"Radcliffe Group of School (Pan India CBSE & IB), having requirement for Primary Hindi Teacher at Greater Noida Location. Job Types: Full-time, Permanent.","Greater Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=e59e3616a2165d96&bb=27CANUC4Kb3VkEzVGVuMFk4YtJzXnpCd6evKOkgA45T94MJBbg77qNQB0xAT6E3XByIBWey_426a_YBOgMYnQz3KOrlwIJjW8WBD2ODGmQOHzomMn0NMoEgTgXgL4_rD&xkcb=SoBA67M3_GQF_k5_BJ0ObzkdCdPP&fccid=e3e1dd66ba57b7c2&cmp=RADCLIFFE-SCHOOL&ti=Elementary+School+Teacher&vjs=3
Professor - English,J.K.K.Nattraja Educational Institutions,,Experience in implementing innovative teaching methods and course designs. A minimum of 5 years of experience in teaching English at the undergraduate or…,Tamil Nadu,https://in.indeed.com/rc/clk?jk=783a4217abe5d4b7&bb=27CANUC4Kb3VkEzVGVuMFmwv7VV2MEkQdYrlF6Sw77JV6acAzFqJ3hVSEksiiL7kvSNegLRg-hC-KivHDwn_y7jND3nTZUBShjny4N9yqsak0ldvvyM6ro5gYI0Qw_dl&xkcb=SoDd67M3_GQF_k5_BJ0NbzkdCdPP&fccid=bb3c256a64012a0d&vjs=3
Vacancy for English Teacher (TGT),Holy Angels' School,,* Candidates only from ICSE / CBSE background will be preferred. *Graduate/ PG in English with B.Ed. *Freshers/Experienced candidates may apply.,"Katoya, West Bengal",https://in.indeed.com/rc/clk?jk=78d6cc1f17950bb2&bb=27CANUC4Kb3VkEzVGVuMFp2kxwkLG4b1rLsfPlFekCmzZ8teLwIoljCycLxiYB8jNvzMS16KF3mhpYu__uSNwHQRZyeIIJvVQdAGs6PGj5OPQKh1dflBFOQO1UkilDfR&xkcb=SoBp67M3_GQF_k5_BJ0MbzkdCdPP&fccid=63415c09cff06c40&cmp=Holy-Angels%2527-School&ti=English+Teacher&vjs=3
PRT Teacher,GD Goenka School Rohtak,,Adjusting teaching methods to suit different groups of learners. She must be a highly-motivated professional possessing innovative teaching skills.,"Rohtak, Haryana",https://in.indeed.com/rc/clk?jk=f6a7f1028513b099&bb=27CANUC4Kb3VkEzVGVuMFjmlpaqQTd2eZo3l16oHrCzczGOyAMwyE-V_HXxED2V9XSgr5qDQoAkX99ejyGQ6to2LmNZqogLR5-vWUmOztVJeA9E9jivfd-xArRACwuiq&xkcb=SoCA67M3_GQF_k5_BJ0DbzkdCdPP&fccid=e9be09fabdeec261&cmp=GD-Goenka-School-Rohtak&ti=Teacher&vjs=3
Assistant Professor (CSE),"Chandigarh University, Gharuan",,Effective teaching pedagogic/techniques and communication skills are required. Job Title: *Assistant Professor- Computer Science Engineering.,"Mohali, Punjab",https://in.indeed.com/rc/clk?jk=a58fe8a1cace04e8&bb=27CANUC4Kb3VkEzVGVuMFr11Vh_527NF5ijY70mIARYHguZELn-Ih7xl-7iVayu9LKaSsIk0FaYP8y_yMWOalDDHjTVxZ7lw9gSzj_KBeMehRJpWYUDK6mlevIUSju8A&xkcb=SoA067M3_GQF_k5_BJ0CbzkdCdPP&fccid=09cf945b00868a04&cmp=Chandigarh-University%2C-Gharuan&ti=Assistant+Professor&vjs=3
Malayalam tutor,Shining Ace,,Enthusiastic about efficient teaching and ability to make the class lively and interactive. The Shining Ace online tutoring platform hires tutors for the…,Remote,https://in.indeed.com/rc/clk?jk=4aa0332d2e9060c8&bb=27CANUC4Kb3VkEzVGVuMFmXiWjwwGBaBsddcINckIoq3yLjXCXSg_T2vnfph78SyL6AFP-qbSzcLDcHbuF-qTe8YJVQ3_spGhB9C3elH-5IrdF2c_aXg3G4vrAzoNhXm&xkcb=SoCp67M3_GQF_k5_BJ0BbzkdCdPP&fccid=0d24ba29aa27463a&cmp=Shining-Ace&ti=Tutor&vjs=3
Subject Teacher,GI3,,"Should have teaching experience in reputed high schools or coaching centres like Pathfinder, Akash etc. Subject Teacher for coaching centre operating from 4 pm…","Santoshpur, Kolkata, West Bengal",https://in.indeed.com/rc/clk?jk=4c4b1cfa77228f20&bb=27CANUC4Kb3VkEzVGVuMFpA1PxUyrKO1_7eHD30YJd8u-Wbmf1pvUSAWybIII4fFYNo5Uv3ZXvE-Yd9bDtJ5AZKdIyDoscnEm24DPukc6T9oD5h7ete9YxsiwdGhIR63&xkcb=SoAd67M3_GQF_k5_BJ0AbzkdCdPP&fccid=e432d3a10dae07f6&cmp=GI3&ti=Teacher&vjs=3
